game_started,game_count,dayofweek,comp,round,venue,result,team,opponent,position,minutes,match_report
Y,1,Sun,UEFA Euro,Group stage,Neutral,W 1-0,eng England,rs Serbia,GK,90,Match Report
Y,2,Thu,UEFA Euro,Group stage,Neutral,D 1-1,eng England,dk Denmark,GK,90,Match Report
Y,3,Tue,UEFA Euro,Group stage,Neutral,D 0-0,eng England,si Slovenia,GK,90,Match Report
Y,4,Sun,UEFA Euro,Round of 16,Neutral,W 2-1,eng England,sk Slovakia,GK,120,Match Report
Y,5,Sat,UEFA Euro,Quarter-finals,Neutral,D 1 (5)-1 (3),eng England,ch Switzerland,GK,120,Match Report
