game_started,game_count,games,minutes,gk_saves,clearances,tackles,assisted_shots,fouled,shots,crosses,shots_on_target,passes,interceptions,fouls,goals,assists,cards_yellow,dayofweek,comp,round,venue,result,team,opponent,position,pens_made,pens_att,cards_red,touches,blocks,xg,npxg,xg_assist,sca,gca,passes_completed,passes_pct,progressive_passes,carries,progressive_carries,take_ons,take_ons_won,match_report,games_szn,minutes_szn,gk_saves_szn,clearances_szn,tackles_szn,assisted_shots_szn,fouled_szn,shots_szn,crosses_szn,shots_on_target_szn,passes_szn,interceptions_szn,fouls_szn,goals_szn,assists_szn,cards_yellow_szn,game_count_szn,games_l5,minutes_l5,gk_saves_l5,clearances_l5,tackles_l5,assisted_shots_l5,fouled_l5,shots_l5,crosses_l5,shots_on_target_l5,passes_l5,interceptions_l5,fouls_l5,goals_l5,assists_l5,cards_yellow_l5,game_count_l5
Y,13,0,90,0,0,3,0,0,2,0,1,32,2,0,0,0,0,Sat,Premier League,Matchweek 18,Away,L 1-2,Everton,Tottenham,LB,0.0,0.0,0.0,47.0,1.0,0.1,0.1,0.2,1.0,0.0,30.0,93.8,4.0,16.0,1.0,3.0,0.0,Match Report,0.0,89.75,0.0,0.0,3.5833333333333335,0.0,0.0,1.1666666666666667,0.0,0.3333333333333333,42.166666666666664,1.5,0.0,0.16666666666666666,0.0,0.08333333333333333,6.5,0.0,90.0,0.0,0.0,2.8,0.0,0.0,1.6,0.0,0.2,39.6,1.2,0.0,0.2,0.0,0.2,10.0
Y,14,0,90,0,0,3,0,0,1,0,0,37,2,0,0,0,0,Wed,Premier League,Matchweek 19,Home,L 1-3,Everton,Manchester City,LB,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,1.0,0.0,26.0,70.3,1.0,25.0,2.0,2.0,1.0,Match Report,0.0,89.76923076923077,0.0,0.0,3.5384615384615383,0.0,0.0,1.2307692307692308,0.0,0.38461538461538464,41.38461538461539,1.5384615384615385,0.0,0.15384615384615385,0.0,0.07692307692307693,7.0,0.0,90.0,0.0,0.0,2.8,0.0,0.0,1.4,0.0,0.2,38.2,1.2,0.0,0.0,0.0,0.0,11.0
Y,15,0,90,0,0,3,0,0,0,0,0,41,5,0,0,0,0,Sat,Premier League,Matchweek 20,Away,L 0-3,Everton,Wolves,LB,0.0,0.0,0.0,53.0,1.0,0.0,0.0,0.0,0.0,0.0,31.0,75.6,1.0,19.0,1.0,2.0,2.0,Match Report,0.0,89.78571428571429,0.0,0.0,3.5,0.0,0.0,1.2142857142857142,0.0,0.35714285714285715,41.07142857142857,1.5714285714285714,0.0,0.14285714285714285,0.0,0.07142857142857142,7.5,0.0,90.0,0.0,0.0,3.0,0.0,0.0,0.8,0.0,0.2,35.2,1.6,0.0,0.0,0.0,0.0,12.0
Y,16,0,90,0,0,2,0,0,1,0,0,25,1,0,0,0,0,Sun,Premier League,Matchweek 21,Home,D 0-0,Everton,Aston Villa,LB,0.0,0.0,0.0,37.0,2.0,0.0,0.0,0.0,1.0,0.0,16.0,64.0,3.0,12.0,0.0,0.0,0.0,Match Report,0.0,89.8,0.0,0.0,3.466666666666667,0.0,0.0,1.1333333333333333,0.0,0.3333333333333333,41.06666666666667,1.8,0.0,0.13333333333333333,0.0,0.06666666666666667,8.0,0.0,90.0,0.0,0.0,3.2,0.0,0.0,0.8,0.0,0.2,33.8,2.2,0.0,0.0,0.0,0.0,13.0
Y,17,0,90,0,0,0,0,0,0,0,0,34,1,0,0,0,0,Tue,Premier League,Matchweek 22,Away,D 0-0,Everton,Fulham,LB,0.0,0.0,0.0,44.0,1.0,0.0,0.0,0.1,1.0,0.0,24.0,70.6,2.0,17.0,2.0,2.0,1.0,Match Report,0.0,89.8125,0.0,0.0,3.375,0.0,0.0,1.125,0.0,0.3125,40.0625,1.75,0.0,0.125,0.0,0.0625,8.5,0.0,90.0,0.0,0.0,3.6,0.0,0.0,1.0,0.0,0.2,31.8,2.2,0.0,0.0,0.0,0.0,14.0
Y,18,0,90,0,0,4,0,0,0,0,0,43,2,0,0,0,0,Sat,Premier League,Matchweek 23,Home,D 2-2,Everton,Tottenham,LB,0.0,0.0,0.0,59.0,1.0,0.0,0.0,0.0,3.0,0.0,29.0,67.4,2.0,22.0,0.0,0.0,0.0,Match Report,0.0,89.82352941176471,0.0,0.0,3.176470588235294,0.0,0.0,1.0588235294117647,0.0,0.29411764705882354,39.705882352941174,1.7058823529411764,0.0,0.11764705882352941,0.0,0.058823529411764705,9.0,0.0,90.0,0.0,0.0,2.2,0.0,0.0,0.8,0.0,0.2,33.8,2.2,0.0,0.0,0.0,0.0,15.0
Y,19,0,90,0,0,0,0,0,0,0,0,37,0,0,0,0,0,Sat,Premier League,Matchweek 24,Away,L 0-2,Everton,Manchester City,LB,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,83.8,1.0,23.0,0.0,2.0,2.0,Match Report,0.0,89.83333333333333,0.0,0.0,3.2222222222222223,0.0,0.0,1.0,0.0,0.2777777777777778,39.888888888888886,1.7222222222222223,0.0,0.1111111111111111,0.0,0.05555555555555555,9.5,0.0,90.0,0.0,0.0,2.4,0.0,0.0,0.4,0.0,0.0,36.0,2.2,0.0,0.0,0.0,0.0,16.0
Y,20,0,90,0,0,0,0,0,1,0,0,69,1,0,0,0,0,Mon,Premier League,Matchweek 25,Home,D 1-1,Everton,Crystal Palace,LB,0.0,0.0,0.0,76.0,1.0,0.0,0.0,0.1,4.0,0.0,53.0,76.8,6.0,42.0,1.0,0.0,0.0,Match Report,0.0,89.84210526315789,0.0,0.0,3.0526315789473686,0.0,0.0,0.9473684210526315,0.0,0.2631578947368421,39.73684210526316,1.631578947368421,0.0,0.10526315789473684,0.0,0.05263157894736842,10.0,0.0,90.0,0.0,0.0,1.8,0.0,0.0,0.2,0.0,0.0,36.0,1.8,0.0,0.0,0.0,0.0,17.0
Y,21,0,90,0,0,1,0,0,1,0,0,38,0,0,0,0,0,Sat,Premier League,Matchweek 26,Away,D 1-1,Everton,Brighton,LB,0.0,0.0,0.0,49.0,2.0,0.0,0.0,0.0,1.0,0.0,27.0,71.1,4.0,23.0,1.0,2.0,1.0,Match Report,0.0,89.85,0.0,0.0,2.9,0.0,0.0,0.95,0.0,0.25,41.2,1.6,0.0,0.1,0.0,0.05,10.5,0.0,90.0,0.0,0.0,1.2,0.0,0.0,0.4,0.0,0.0,41.6,1.0,0.0,0.0,0.0,0.0,18.0
Y,22,0,90,0,0,1,0,0,2,0,0,58,0,0,0,0,0,Sat,Premier League,Matchweek 27,Home,L 1-3,Everton,West Ham,LB,0.0,0.0,0.0,68.0,1.0,0.0,0.0,0.0,2.0,0.0,45.0,77.6,1.0,21.0,0.0,1.0,1.0,Match Report,0.0,89.85714285714286,0.0,0.0,2.8095238095238093,0.0,0.0,0.9523809523809523,0.0,0.23809523809523808,41.04761904761905,1.5238095238095237,0.0,0.09523809523809523,0.0,0.047619047619047616,11.0,0.0,90.0,0.0,0.0,1.0,0.0,0.0,0.4,0.0,0.0,44.2,0.8,0.0,0.0,0.0,0.0,19.0
Y,23,0,87,0,0,0,0,0,2,0,0,50,0,0,0,0,0,Sat,Premier League,Matchweek 28,Away,L 0-2,Everton,Manchester Utd,LB,0.0,0.0,0.0,58.0,0.0,0.1,0.1,0.0,3.0,0.0,39.0,78.0,0.0,35.0,0.0,1.0,0.0,Match Report,0.0,89.86363636363636,0.0,0.0,2.727272727272727,0.0,0.0,1.0,0.0,0.22727272727272727,41.81818181818182,1.4545454545454546,0.0,0.09090909090909091,0.0,0.045454545454545456,11.5,0.0,90.0,0.0,0.0,1.2,0.0,0.0,0.8,0.0,0.0,49.0,0.6,0.0,0.0,0.0,0.0,20.0
Y,24,0,90,0,0,0,0,0,0,0,0,55,1,0,0,0,0,Tue,Premier League,Matchweek 31,Away,D 1-1,Everton,Newcastle Utd,LB,0.0,0.0,0.0,67.0,6.0,0.0,0.0,0.0,2.0,1.0,46.0,83.6,3.0,29.0,0.0,0.0,0.0,Match Report,0.0,89.73913043478261,0.0,0.0,2.6086956521739126,0.0,0.0,1.0434782608695652,0.0,0.21739130434782608,42.17391304347826,1.391304347826087,0.0,0.08695652173913043,0.0,0.043478260869565216,12.0,0.0,89.4,0.0,0.0,0.4,0.0,0.0,1.2,0.0,0.0,50.4,0.2,0.0,0.0,0.0,0.0,21.0
Y,25,0,90,0,0,5,0,0,0,0,0,30,1,0,0,0,0,Sat,Premier League,Matchweek 32,Home,W 1-0,Everton,Burnley,LB,0.0,0.0,0.0,46.0,1.0,0.0,0.0,0.1,2.0,0.0,23.0,76.7,3.0,10.0,1.0,2.0,1.0,Match Report,0.0,89.75,0.0,0.0,2.4999999999999996,0.0,0.0,1.0,0.0,0.20833333333333334,42.708333333333336,1.375,0.0,0.08333333333333333,0.0,0.041666666666666664,12.5,0.0,89.4,0.0,0.0,0.4,0.0,0.0,1.2,0.0,0.0,54.0,0.4,0.0,0.0,0.0,0.0,22.0
Y,26,0,90,0,0,2,0,0,1,0,0,50,1,0,0,0,0,Mon,Premier League,Matchweek 33,Away,L 0-6,Everton,Chelsea,LB,0.0,0.0,0.0,58.0,1.0,0.0,0.0,0.0,0.0,0.0,35.0,70.0,3.0,32.0,0.0,1.0,1.0,Match Report,0.0,89.76,0.0,0.0,2.5999999999999996,0.0,0.0,0.96,0.0,0.2,42.2,1.36,0.0,0.08,0.0,0.04,13.0,0.0,89.4,0.0,0.0,1.4,0.0,0.0,1.0,0.0,0.0,46.2,0.4,0.0,0.0,0.0,0.0,23.0
Y,27,0,90,0,0,2,0,0,1,0,0,47,0,0,0,0,0,Sun,Premier League,Matchweek 34,Home,W 2-0,Everton,Nott'ham Forest,LB,0.0,0.0,0.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,70.2,0.0,22.0,1.0,1.0,0.0,Match Report,0.0,89.76923076923077,0.0,0.0,2.576923076923076,0.0,0.0,0.9615384615384616,0.0,0.19230769230769232,42.5,1.3461538461538463,0.0,0.07692307692307693,0.0,0.038461538461538464,13.5,0.0,89.4,0.0,0.0,1.6,0.0,0.0,1.0,0.0,0.0,48.6,0.6,0.0,0.0,0.0,0.0,24.0
Y,28,0,45,0,0,0,0,0,0,0,0,14,1,0,0,0,0,Wed,Premier League,Matchweek 29,Home,W 2-0,Everton,Liverpool,LB,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,71.4,0.0,3.0,0.0,0.0,0.0,Match Report,0.0,89.77777777777777,0.0,0.0,2.555555555555555,0.0,0.0,0.9629629629629629,0.0,0.18518518518518517,42.666666666666664,1.2962962962962963,0.0,0.07407407407407407,0.0,0.037037037037037035,14.0,0.0,89.4,0.0,0.0,1.8,0.0,0.0,0.8,0.0,0.0,46.4,0.6,0.0,0.0,0.0,0.0,25.0
Y,1,0,90,0,0,1,0,0,1,0,1,25,0,0,0,0,0,Sun,Premier League,Matchweek 1,Home,D 2-2,Brentford,Tottenham,CM,0.0,0.0,0.0,31.0,1.0,0.0,0.0,0.0,4.0,0.0,20.0,80.0,3.0,13.0,0.0,0.0,0.0,Match Report,0.0,88.17857142857143,0.0,0.0,2.464285714285714,0.0,0.0,0.9285714285714286,0.0,0.17857142857142858,41.642857142857146,1.2857142857142858,0.0,0.07142857142857142,0.0,0.03571428571428571,14.5,0.0,81.0,0.0,0.0,1.8,0.0,0.0,0.4,0.0,0.0,39.2,0.8,0.0,0.0,0.0,0.0,26.0
Y,2,0,90,0,0,1,0,0,0,0,0,26,1,0,0,0,0,Sat,Premier League,Matchweek 2,Away,W 3-0,Brentford,Fulham,"RM,CM",0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.1,3.0,0.0,21.0,80.8,6.0,21.0,0.0,0.0,0.0,Match Report,0.0,90.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,25.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,90.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,25.0,0.0,0.0,0.0,0.0,0.0,1.0
Y,3,0,90,0,0,1,0,0,1,0,0,33,1,0,0,0,0,Sat,Premier League,Matchweek 3,Home,D 1-1,Brentford,Crystal Palace,LM,0.0,0.0,0.0,43.0,4.0,0.0,0.0,0.0,0.0,0.0,22.0,66.7,5.0,23.0,1.0,1.0,0.0,Match Report,0.0,90.0,0.0,0.0,1.0,0.0,0.0,0.5,0.0,0.5,25.5,0.5,0.0,0.0,0.0,0.0,1.5,0.0,90.0,0.0,0.0,1.0,0.0,0.0,0.5,0.0,0.5,25.5,0.5,0.0,0.0,0.0,0.0,1.5
Y,4,0,70,0,0,0,0,0,2,0,1,23,0,0,0,0,0,Sat,Premier League,Matchweek 4,Home,D 2-2,Brentford,Bournemouth,LM,0.0,0.0,0.0,32.0,2.0,0.2,0.2,0.0,1.0,0.0,20.0,87.0,0.0,9.0,0.0,0.0,0.0,Match Report,0.0,90.0,0.0,0.0,1.0,0.0,0.0,0.6666666666666666,0.0,0.3333333333333333,28.0,0.6666666666666666,0.0,0.0,0.0,0.0,2.0,0.0,90.0,0.0,0.0,1.0,0.0,0.0,0.6666666666666666,0.0,0.3333333333333333,28.0,0.6666666666666666,0.0,0.0,0.0,0.0,2.0
Y,5,0,71,0,0,2,0,0,0,0,0,29,0,0,0,0,0,Sat,Premier League,Matchweek 5,Away,L 0-1,Brentford,Newcastle Utd,CM,0.0,0.0,0.0,34.0,1.0,0.0,0.0,0.1,2.0,0.0,22.0,75.9,3.0,22.0,0.0,1.0,1.0,Match Report,0.0,85.0,0.0,0.0,0.75,0.0,0.0,1.0,0.0,0.5,26.75,0.5,0.0,0.0,0.0,0.0,2.5,0.0,85.0,0.0,0.0,0.75,0.0,0.0,1.0,0.0,0.5,26.75,0.5,0.0,0.0,0.0,0.0,2.5
Y,6,0,60,0,0,2,0,0,1,0,0,31,1,0,0,1,0,Sat,Premier League,Matchweek 6,Home,L 1-3,Brentford,Everton,LM,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.1,4.0,1.0,22.0,71.0,4.0,19.0,0.0,0.0,0.0,Match Report,0.0,82.2,0.0,0.0,1.0,0.0,0.0,0.8,0.0,0.4,27.2,0.4,0.0,0.0,0.0,0.0,3.0,0.0,82.2,0.0,0.0,1.0,0.0,0.0,0.8,0.0,0.4,27.2,0.4,0.0,0.0,0.0,0.0,3.0
Y,7,0,88,0,0,2,0,0,1,0,0,51,0,0,0,0,0,Sun,Premier League,Matchweek 7,Away,D 1-1,Brentford,Nott'ham Forest,"LM,CM,DM",0.0,0.0,0.0,56.0,2.0,0.0,0.0,0.2,3.0,0.0,45.0,88.2,4.0,41.0,0.0,0.0,0.0,Match Report,0.0,78.5,0.0,0.0,1.1666666666666667,0.0,0.0,0.8333333333333334,0.0,0.3333333333333333,27.833333333333332,0.5,0.0,0.0,0.16666666666666666,0.0,3.5,0.0,76.2,0.0,0.0,1.2,0.0,0.0,0.8,0.0,0.2,28.4,0.6,0.0,0.0,0.2,0.0,4.0
Y,8,0,69,0,0,2,0,0,0,0,0,19,2,0,0,0,1,Sat,Premier League,Matchweek 8,Away,L 1-2,Brentford,Manchester Utd,CM,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,2.0,0.0,17.0,89.5,3.0,9.0,0.0,0.0,0.0,Match Report,0.0,79.85714285714286,0.0,0.0,1.2857142857142858,0.0,0.0,0.8571428571428571,0.0,0.2857142857142857,31.142857142857142,0.42857142857142855,0.0,0.0,0.14285714285714285,0.0,4.0,0.0,75.8,0.0,0.0,1.4,0.0,0.0,1.0,0.0,0.2,33.4,0.4,0.0,0.0,0.2,0.0,5.0
Y,9,0,90,0,0,0,0,0,0,0,0,49,0,0,0,0,1,Sat,Premier League,Matchweek 9,Home,W 3-0,Brentford,Burnley,LB,0.0,0.0,0.0,53.0,0.0,0.0,0.0,0.2,2.0,0.0,34.0,69.4,4.0,30.0,1.0,0.0,0.0,Match Report,0.0,78.5,0.0,0.0,1.375,0.0,0.0,0.75,0.0,0.25,29.625,0.625,0.0,0.0,0.125,0.125,4.5,0.0,71.6,0.0,0.0,1.6,0.0,0.0,0.8,0.0,0.2,30.6,0.6,0.0,0.0,0.2,0.2,6.0
Y,10,0,75,0,0,2,0,0,1,0,1,23,0,0,0,0,0,Sat,Premier League,Matchweek 10,Away,W 2-0,Brentford,Chelsea,CM,0.0,0.0,0.0,30.0,1.0,0.3,0.3,0.0,0.0,0.0,17.0,73.9,4.0,11.0,1.0,0.0,0.0,Match Report,0.0,79.77777777777777,0.0,0.0,1.2222222222222223,0.0,0.0,0.6666666666666666,0.0,0.2222222222222222,31.77777777777778,0.5555555555555556,0.0,0.0,0.1111111111111111,0.2222222222222222,5.0,0.0,75.6,0.0,0.0,1.6,0.0,0.0,0.4,0.0,0.0,35.8,0.6,0.0,0.0,0.2,0.4,7.0
Y,11,0,89,0,0,0,0,0,1,0,0,72,1,0,0,0,0,Sat,Premier League,Matchweek 11,Home,W 3-2,Brentford,West Ham,LB,0.0,0.0,0.0,81.0,0.0,0.0,0.0,0.2,2.0,0.0,53.0,73.6,1.0,51.0,4.0,0.0,0.0,Match Report,0.0,79.3,0.0,0.0,1.3,0.0,0.0,0.7,0.0,0.3,30.9,0.5,0.0,0.0,0.1,0.2,5.5,0.0,76.4,0.0,0.0,1.6,0.0,0.0,0.6,0.0,0.2,34.6,0.6,0.0,0.0,0.2,0.4,8.0
Y,12,0,45,0,0,3,0,0,0,0,0,10,0,0,0,0,0,Sun,Premier League,Matchweek 12,Away,L 0-3,Brentford,Liverpool,CM,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.1,2.0,0.0,8.0,80.0,2.0,7.0,0.0,0.0,0.0,Match Report,0.0,80.18181818181819,0.0,0.0,1.1818181818181819,0.0,0.0,0.7272727272727273,0.0,0.2727272727272727,34.63636363636363,0.5454545454545454,0.0,0.0,0.09090909090909091,0.18181818181818182,6.0,0.0,82.2,0.0,0.0,1.2,0.0,0.0,0.6,0.0,0.2,42.8,0.6,0.0,0.0,0.0,0.4,9.0
Y,13,0,90,0,0,2,0,0,0,0,0,34,2,0,0,0,0,Sat,Premier League,Matchweek 13,Home,L 0-1,Brentford,Arsenal,"LB,LM",0.0,0.0,0.0,42.0,0.0,0.0,0.0,0.4,1.0,0.0,22.0,64.7,1.0,22.0,0.0,1.0,1.0,Match Report,0.0,77.25,0.0,0.0,1.3333333333333333,0.0,0.0,0.6666666666666666,0.0,0.25,32.58333333333333,0.5,0.0,0.0,0.08333333333333333,0.16666666666666666,6.5,0.0,73.6,0.0,0.0,1.4,0.0,0.0,0.4,0.0,0.2,34.6,0.6,0.0,0.0,0.0,0.4,10.0
Y,14,0,90,0,0,1,0,0,0,0,0,97,1,0,0,0,0,Sat,Premier League,Matchweek 14,Home,W 3-1,Brentford,Luton Town,LB,0.0,0.0,0.0,106.0,1.0,0.0,0.0,0.9,8.0,0.0,79.0,81.4,11.0,65.0,2.0,0.0,0.0,Match Report,0.0,78.23076923076923,0.0,0.0,1.3846153846153846,0.0,0.0,0.6153846153846154,0.0,0.23076923076923078,32.692307692307686,0.6153846153846154,0.0,0.0,0.07692307692307693,0.15384615384615385,7.0,0.0,77.8,0.0,0.0,1.4,0.0,0.0,0.4,0.0,0.2,37.6,0.6,0.0,0.0,0.0,0.2,11.0
Y,15,0,90,0,0,4,0,0,0,0,0,39,0,0,0,0,0,Wed,Premier League,Matchweek 15,Away,L 1-2,Brentford,Brighton,CM,0.0,0.0,0.0,50.0,2.0,0.0,0.0,0.1,2.0,1.0,33.0,84.6,2.0,18.0,0.0,0.0,0.0,Match Report,0.0,79.07142857142857,0.0,0.0,1.3571428571428572,0.0,0.0,0.5714285714285714,0.0,0.21428571428571427,37.285714285714285,0.6428571428571429,0.0,0.0,0.07142857142857142,0.14285714285714285,7.5,0.0,77.8,0.0,0.0,1.6,0.0,0.0,0.4,0.0,0.2,47.2,0.8,0.0,0.0,0.0,0.0,12.0
Y,16,0,90,0,0,4,0,0,0,0,0,72,0,0,0,0,0,Sat,Premier League,Matchweek 16,Away,L 0-1,Brentford,Sheffield Utd,"LB,CB",0.0,0.0,0.0,82.0,0.0,0.0,0.0,0.2,3.0,0.0,61.0,84.7,6.0,46.0,1.0,1.0,0.0,Match Report,0.0,79.8,0.0,0.0,1.5333333333333334,0.0,0.0,0.5333333333333333,0.0,0.2,37.4,0.6,0.0,0.0,0.06666666666666667,0.13333333333333333,8.0,0.0,80.8,0.0,0.0,2.0,0.0,0.0,0.2,0.0,0.0,50.4,0.8,0.0,0.0,0.0,0.0,13.0
Y,17,0,87,0,0,0,0,0,0,0,0,25,0,0,0,0,1,Sun,Premier League,Matchweek 17,Home,L 1-2,Brentford,Aston Villa,"CM,CB",0.0,0.0,0.0,28.0,1.0,0.0,0.0,0.0,2.0,0.0,15.0,60.0,1.0,14.0,0.0,0.0,0.0,Match Report,0.0,80.4375,0.0,0.0,1.6875,0.0,0.0,0.5,0.0,0.1875,39.5625,0.5625,0.0,0.0,0.0625,0.125,8.5,0.0,81.0,0.0,0.0,2.8,0.0,0.0,0.0,0.0,0.0,50.4,0.6,0.0,0.0,0.0,0.0,14.0
Y,18,0,90,0,0,4,0,0,2,0,1,72,0,0,0,0,0,Wed,Premier League,Matchweek 19,Home,L 1-4,Brentford,Wolves,"LB,LM",0.0,0.0,0.0,86.0,1.0,0.5,0.5,0.1,2.0,0.0,58.0,80.6,9.0,50.0,3.0,2.0,1.0,Match Report,0.0,80.82352941176471,0.0,0.0,1.588235294117647,0.0,0.0,0.47058823529411764,0.0,0.17647058823529413,38.705882352941174,0.5294117647058824,0.0,0.0,0.058823529411764705,0.17647058823529413,9.0,0.0,89.4,0.0,0.0,2.2,0.0,0.0,0.0,0.0,0.0,53.4,0.6,0.0,0.0,0.0,0.2,15.0
Y,19,0,79,0,0,2,0,0,0,0,0,45,3,0,0,0,0,Sat,Premier League,Matchweek 20,Away,L 1-3,Brentford,Crystal Palace,CM,0.0,0.0,0.0,52.0,0.0,0.0,0.0,0.6,2.0,0.0,35.0,77.8,4.0,29.0,0.0,0.0,0.0,Match Report,0.0,81.33333333333333,0.0,0.0,1.7222222222222223,0.0,0.0,0.5555555555555556,0.0,0.2222222222222222,40.55555555555556,0.5,0.0,0.0,0.05555555555555555,0.16666666666666666,9.5,0.0,89.4,0.0,0.0,2.6,0.0,0.0,0.4,0.0,0.2,61.0,0.2,0.0,0.0,0.0,0.2,16.0
Y,20,0,90,0,0,1,0,0,1,0,0,61,3,0,0,0,0,Sat,Premier League,Matchweek 21,Home,W 3-2,Brentford,Nott'ham Forest,CM,0.0,0.0,0.0,67.0,0.0,0.1,0.1,0.0,3.0,0.0,51.0,83.6,1.0,33.0,4.0,1.0,1.0,Match Report,0.0,81.21052631578948,0.0,0.0,1.736842105263158,0.0,0.0,0.5263157894736842,0.0,0.21052631578947367,40.78947368421053,0.631578947368421,0.0,0.0,0.05263157894736842,0.15789473684210525,10.0,0.0,87.2,0.0,0.0,2.8,0.0,0.0,0.4,0.0,0.2,50.6,0.6,0.0,0.0,0.0,0.2,17.0
Y,21,0,87,0,0,1,0,0,0,0,0,19,2,0,0,0,0,Wed,Premier League,Matchweek 22,Away,L 2-3,Brentford,Tottenham,CM,0.0,0.0,0.0,28.0,1.0,0.0,0.0,0.0,0.0,0.0,14.0,73.7,1.0,18.0,1.0,1.0,0.0,Match Report,0.0,81.65,0.0,0.0,1.7,0.0,0.0,0.55,0.0,0.2,41.8,0.75,0.0,0.0,0.05,0.15,10.5,0.0,87.2,0.0,0.0,2.2,0.0,0.0,0.6,0.0,0.2,55.0,1.2,0.0,0.0,0.0,0.2,18.0
Y,22,0,75,0,0,2,0,0,0,0,0,21,0,0,0,0,0,Mon,Premier League,Matchweek 23,Home,L 1-3,Brentford,Manchester City,CM,0.0,0.0,0.0,26.0,1.0,0.0,0.0,0.0,1.0,0.0,15.0,71.4,1.0,6.0,0.0,0.0,0.0,Match Report,0.0,81.9047619047619,0.0,0.0,1.6666666666666667,0.0,0.0,0.5238095238095238,0.0,0.19047619047619047,40.714285714285715,0.8095238095238095,0.0,0.0,0.047619047619047616,0.14285714285714285,11.0,0.0,86.6,0.0,0.0,1.6,0.0,0.0,0.6,0.0,0.2,44.4,1.6,0.0,0.0,0.0,0.2,19.0
Y,23,0,84,0,0,1,0,0,0,0,0,25,1,0,0,1,1,Sat,Premier League,Matchweek 24,Away,W 2-0,Brentford,Wolves,CM,0.0,0.0,0.0,34.0,1.0,0.0,0.0,0.4,1.0,1.0,16.0,64.0,1.0,15.0,0.0,1.0,0.0,Match Report,0.0,81.59090909090908,0.0,0.0,1.6818181818181819,0.0,0.0,0.5,0.0,0.18181818181818182,39.81818181818182,0.7727272727272727,0.0,0.0,0.045454545454545456,0.13636363636363635,11.5,0.0,84.2,0.0,0.0,2.0,0.0,0.0,0.6,0.0,0.2,43.6,1.6,0.0,0.0,0.0,0.0,20.0
Y,24,0,90,0,0,3,0,0,1,0,0,31,1,0,0,0,0,Sat,Premier League,Matchweek 25,Home,L 1-4,Brentford,Liverpool,CM,0.0,0.0,0.0,39.0,1.0,0.0,0.0,0.0,1.0,0.0,23.0,74.2,4.0,13.0,0.0,1.0,0.0,Match Report,0.0,81.69565217391303,0.0,0.0,1.6521739130434783,0.0,0.0,0.4782608695652174,0.0,0.17391304347826086,39.17391304347826,0.782608695652174,0.0,0.0,0.08695652173913043,0.17391304347826086,12.0,0.0,83.0,0.0,0.0,1.4,0.0,0.0,0.2,0.0,0.0,34.2,1.8,0.0,0.0,0.2,0.2,21.0
Y,25,0,76,0,0,0,0,0,0,0,0,21,0,0,0,0,0,Tue,Premier League,Matchweek 18,Away,L 0-1,Brentford,Manchester City,CM,0.0,0.0,0.0,28.0,1.0,0.0,0.0,0.0,0.0,0.0,17.0,81.0,0.0,8.0,0.0,0.0,0.0,Match Report,0.0,82.04166666666666,0.0,0.0,1.7083333333333333,0.0,0.0,0.5,0.0,0.16666666666666666,38.83333333333333,0.7916666666666666,0.0,0.0,0.08333333333333333,0.16666666666666666,12.5,0.0,85.2,0.0,0.0,1.6,0.0,0.0,0.4,0.0,0.0,31.4,1.4,0.0,0.0,0.2,0.2,22.0
N,26,0,18,0,0,0,0,0,0,0,0,19,0,0,0,0,0,Mon,Premier League,Matchweek 26,Away,L 2-4,Brentford,West Ham,CM,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,2.0,0.0,17.0,89.5,1.0,16.0,1.0,0.0,0.0,Match Report,0.0,81.8,0.0,0.0,1.64,0.0,0.0,0.48,0.0,0.16,38.12,0.76,0.0,0.0,0.08,0.16,13.0,0.0,82.4,0.0,0.0,1.4,0.0,0.0,0.2,0.0,0.0,23.4,0.8,0.0,0.0,0.2,0.2,23.0
Y,27,0,86,0,0,1,0,0,2,0,1,18,1,0,0,0,1,Sat,Premier League,Matchweek 27,Home,D 2-2,Brentford,Chelsea,CM,0.0,0.0,0.0,28.0,0.0,0.1,0.1,0.0,2.0,0.0,13.0,72.2,3.0,9.0,0.0,1.0,0.0,Match Report,0.0,79.34615384615384,0.0,0.0,1.5769230769230769,0.0,0.0,0.46153846153846156,0.0,0.15384615384615385,37.38461538461538,0.7307692307692307,0.0,0.0,0.07692307692307693,0.15384615384615385,13.5,0.0,68.6,0.0,0.0,1.2,0.0,0.0,0.2,0.0,0.0,23.4,0.4,0.0,0.0,0.2,0.2,24.0
