game_started,game_count,games,minutes,gk_saves,clearances,tackles,assisted_shots,fouled,shots,crosses,shots_on_target,passes,interceptions,fouls,goals,assists,cards_yellow,dayofweek,comp,round,venue,result,team,opponent,position,pens_made,pens_att,cards_red,touches,blocks,xg,npxg,xg_assist,sca,gca,passes_completed,passes_pct,progressive_passes,carries,progressive_carries,take_ons,take_ons_won,match_report,games_szn,minutes_szn,gk_saves_szn,clearances_szn,tackles_szn,assisted_shots_szn,fouled_szn,shots_szn,crosses_szn,shots_on_target_szn,passes_szn,interceptions_szn,fouls_szn,goals_szn,assists_szn,cards_yellow_szn,game_count_szn,games_l5,minutes_l5,gk_saves_l5,clearances_l5,tackles_l5,assisted_shots_l5,fouled_l5,shots_l5,crosses_l5,shots_on_target_l5,passes_l5,interceptions_l5,fouls_l5,goals_l5,assists_l5,cards_yellow_l5,game_count_l5
Y,31,0,90,0,0,3,0,0,0,0,0,65,0,0,0,0,0,Sun,Premier League,Matchweek 34,Home,W 3-1,Aston Villa,Bournemouth,CB,0.0,0.0,0.0,73.0,4.0,0.0,0.0,0.0,0.0,0.0,59.0,90.8,3.0,43.0,0.0,0.0,0.0,Match Report,0.0,87.33333333333333,0.0,0.0,1.3666666666666667,0.0,0.0,0.5666666666666667,0.0,0.16666666666666666,61.66666666666666,0.9,0.0,0.03333333333333333,0.0,0.16666666666666666,15.5,0.0,90.0,0.0,0.0,0.8,0.0,0.0,1.0,0.0,0.4,56.6,0.4,0.0,0.2,0.0,0.0,28.0
Y,32,0,90,0,0,0,0,0,1,0,0,22,0,0,0,0,0,Sat,Premier League,Matchweek 35,Home,D 2-2,Aston Villa,Chelsea,CB,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,1.0,0.0,17.0,77.3,1.0,11.0,0.0,0.0,0.0,Match Report,0.0,87.41935483870968,0.0,0.0,1.4193548387096775,0.0,0.0,0.5483870967741935,0.0,0.16129032258064516,61.77419354838709,0.8709677419354839,0.0,0.03225806451612903,0.0,0.16129032258064516,16.0,0.0,90.0,0.0,0.0,1.2,0.0,0.0,0.8,0.0,0.2,54.2,0.4,0.0,0.2,0.0,0.0,29.0
Y,33,0,89,0,0,3,0,0,0,0,0,49,0,0,0,0,0,Sun,Premier League,Matchweek 36,Away,L 0-1,Aston Villa,Brighton,RB,0.0,0.0,0.0,53.0,1.0,0.0,0.0,0.0,0.0,0.0,41.0,83.7,5.0,38.0,1.0,0.0,0.0,Match Report,0.0,87.5,0.0,0.0,1.375,0.0,0.0,0.5625,0.0,0.15625,60.53124999999999,0.84375,0.0,0.03125,0.0,0.15625,16.5,0.0,90.0,0.0,0.0,1.0,0.0,0.0,0.6,0.0,0.0,51.0,0.2,0.0,0.0,0.0,0.0,30.0
Y,34,0,90,0,0,6,0,0,0,0,0,43,1,0,0,0,0,Mon,Premier League,Matchweek 37,Home,D 3-3,Aston Villa,Liverpool,RB,0.0,0.0,0.0,56.0,0.0,0.0,0.0,0.0,1.0,0.0,38.0,88.4,4.0,30.0,0.0,1.0,0.0,Match Report,0.0,87.54545454545455,0.0,0.0,1.4242424242424243,0.0,0.0,0.5454545454545454,0.0,0.15151515151515152,60.18181818181817,0.8181818181818182,0.0,0.030303030303030304,0.0,0.15151515151515152,17.0,0.0,89.8,0.0,0.0,1.4,0.0,0.0,0.6,0.0,0.0,54.0,0.0,0.0,0.0,0.0,0.0,31.0
Y,35,0,90,0,0,1,0,0,1,0,0,65,0,0,0,0,0,Sun,Premier League,Matchweek 38,Away,L 0-5,Aston Villa,Crystal Palace,RB,0.0,0.0,0.0,71.0,0.0,0.1,0.1,0.0,1.0,0.0,53.0,81.5,0.0,39.0,2.0,2.0,1.0,Match Report,0.0,87.61764705882354,0.0,0.0,1.5588235294117647,0.0,0.0,0.5294117647058824,0.0,0.14705882352941177,59.67647058823529,0.8235294117647058,0.0,0.029411764705882353,0.0,0.14705882352941177,17.5,0.0,89.8,0.0,0.0,2.4,0.0,0.0,0.2,0.0,0.0,43.8,0.2,0.0,0.0,0.0,0.0,32.0
N,1,0,1,0,0,0,0,0,1,0,1,2,0,0,0,0,0,Sat,Premier League,Matchweek 3,Home,D 2-2,Arsenal,Fulham,CM,0.0,0.0,0.0,5.0,0.0,0.1,0.1,0.0,1.0,0.0,1.0,50.0,0.0,1.0,0.0,1.0,0.0,Match Report,0.0,87.68571428571428,0.0,0.0,1.542857142857143,0.0,0.0,0.5428571428571428,0.0,0.14285714285714285,59.82857142857143,0.8,0.0,0.02857142857142857,0.0,0.14285714285714285,18.0,0.0,89.8,0.0,0.0,2.6,0.0,0.0,0.4,0.0,0.0,48.8,0.2,0.0,0.0,0.0,0.0,33.0
N,2,0,15,0,0,0,0,0,1,0,1,6,0,0,1,0,1,Sun,Premier League,Matchweek 4,Home,W 3-1,Arsenal,Manchester Utd,FW,0.0,0.0,0.0,9.0,0.0,0.8,0.8,0.0,2.0,1.0,6.0,100.0,1.0,5.0,2.0,3.0,3.0,Match Report,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0
N,3,0,25,0,0,1,0,0,0,0,0,5,0,0,0,0,0,Sun,Premier League,Matchweek 5,Away,W 1-0,Arsenal,Everton,FW,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,40.0,0.0,11.0,0.0,1.0,1.0,Match Report,0.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0,0.0,0.0,0.5,0.0,0.5,1.5,0.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0,0.0,0.0,0.5,0.0,0.5,1.5
Y,4,0,76,0,0,3,0,0,2,0,1,18,1,0,0,0,0,Sun,Premier League,Matchweek 6,Home,D 2-2,Arsenal,Tottenham,LW,0.0,0.0,0.0,35.0,4.0,0.5,0.5,0.0,1.0,0.0,13.0,72.2,2.0,28.0,1.0,4.0,3.0,Match Report,0.0,13.666666666666666,0.0,0.0,0.3333333333333333,0.0,0.0,0.6666666666666666,0.0,0.6666666666666666,4.333333333333333,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,2.0,0.0,13.666666666666666,0.0,0.0,0.3333333333333333,0.0,0.0,0.6666666666666666,0.0,0.6666666666666666,4.333333333333333,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,2.0
Y,5,0,90,0,0,1,0,0,2,0,0,42,1,0,0,0,0,Sat,Premier League,Matchweek 7,Away,W 4-0,Arsenal,Bournemouth,"LW,FW",0.0,0.0,0.0,54.0,0.0,0.1,0.1,0.2,5.0,1.0,33.0,78.6,5.0,44.0,2.0,4.0,3.0,Match Report,0.0,29.25,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.75,7.75,0.25,0.0,0.25,0.0,0.25,2.5,0.0,29.25,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.75,7.75,0.25,0.0,0.25,0.0,0.25,2.5
Y,6,0,90,0,0,4,0,0,1,0,0,48,1,0,0,0,1,Sun,Premier League,Matchweek 8,Home,W 1-0,Arsenal,Manchester City,RW,0.0,0.0,0.0,69.0,3.0,0.0,0.0,0.0,3.0,0.0,31.0,64.6,2.0,47.0,5.0,10.0,3.0,Match Report,0.0,41.4,0.0,0.0,1.0,0.0,0.0,1.2,0.0,0.6,14.6,0.4,0.0,0.2,0.0,0.2,3.0,0.0,41.4,0.0,0.0,1.0,0.0,0.0,1.2,0.0,0.6,14.6,0.4,0.0,0.2,0.0,0.2,3.0
Y,7,0,67,0,0,1,0,0,3,0,0,14,1,0,0,0,0,Sat,Premier League,Matchweek 9,Away,D 2-2,Arsenal,Chelsea,FW,0.0,0.0,0.0,21.0,1.0,0.3,0.3,0.0,1.0,0.0,10.0,71.4,1.0,13.0,1.0,2.0,0.0,Match Report,0.0,49.5,0.0,0.0,1.5,0.0,0.0,1.1666666666666667,0.0,0.5,20.166666666666668,0.5,0.0,0.16666666666666666,0.0,0.3333333333333333,3.5,0.0,59.2,0.0,0.0,1.8,0.0,0.0,1.2,0.0,0.4,23.8,0.6,0.0,0.2,0.0,0.4,4.0
Y,8,0,65,0,0,1,0,0,4,0,2,15,0,0,0,0,0,Sat,Premier League,Matchweek 13,Away,W 1-0,Arsenal,Brentford,FW,0.0,0.0,0.0,26.0,0.0,0.6,0.6,0.0,0.0,0.0,12.0,80.0,2.0,20.0,1.0,0.0,0.0,Match Report,0.0,52.0,0.0,0.0,1.4285714285714286,0.0,0.0,1.4285714285714286,0.0,0.42857142857142855,19.285714285714285,0.5714285714285714,0.0,0.14285714285714285,0.0,0.2857142857142857,4.0,0.0,69.6,0.0,0.0,2.0,0.0,0.0,1.6,0.0,0.2,25.4,0.8,0.0,0.0,0.0,0.2,5.0
Y,9,0,66,0,0,0,0,0,2,0,1,11,0,0,0,0,0,Sat,Premier League,Matchweek 14,Home,W 2-1,Arsenal,Wolves,FW,0.0,0.0,0.0,18.0,0.0,0.5,0.5,0.1,2.0,1.0,10.0,90.9,2.0,14.0,2.0,1.0,0.0,Match Report,0.0,53.625,0.0,0.0,1.375,0.0,0.0,1.75,0.0,0.625,18.75,0.5,0.0,0.125,0.0,0.25,4.5,0.0,77.6,0.0,0.0,2.0,0.0,0.0,2.4,0.0,0.6,27.4,0.8,0.0,0.0,0.0,0.2,6.0
Y,10,0,90,0,0,1,0,0,3,0,3,37,1,0,1,1,1,Tue,Premier League,Matchweek 15,Away,W 4-3,Arsenal,Luton Town,FW,0.0,0.0,0.0,49.0,0.0,0.6,0.6,0.6,9.0,2.0,31.0,83.8,2.0,25.0,3.0,4.0,2.0,Match Report,0.0,55.0,0.0,0.0,1.2222222222222223,0.0,0.0,1.7777777777777777,0.0,0.6666666666666666,17.88888888888889,0.4444444444444444,0.0,0.1111111111111111,0.0,0.2222222222222222,5.0,0.0,75.6,0.0,0.0,1.4,0.0,0.0,2.4,0.0,0.6,26.0,0.6,0.0,0.0,0.0,0.2,7.0
Y,11,0,80,0,0,3,0,0,1,0,1,20,0,0,0,0,0,Sat,Premier League,Matchweek 16,Away,L 0-1,Arsenal,Aston Villa,FW,0.0,0.0,0.0,37.0,3.0,0.0,0.0,0.2,1.0,0.0,16.0,80.0,2.0,25.0,0.0,5.0,2.0,Match Report,0.0,58.5,0.0,0.0,1.2,0.0,0.0,1.9,0.0,0.9,19.8,0.5,0.0,0.2,0.1,0.3,5.5,0.0,75.6,0.0,0.0,1.4,0.0,0.0,2.6,0.0,1.2,25.0,0.6,0.0,0.2,0.2,0.4,8.0
Y,12,0,80,0,0,0,0,0,4,0,2,37,0,0,1,0,0,Sun,Premier League,Matchweek 17,Home,W 2-0,Arsenal,Brighton,FW,0.0,0.0,0.0,46.0,0.0,0.5,0.5,0.0,3.0,0.0,36.0,97.3,4.0,32.0,1.0,1.0,1.0,Match Report,0.0,60.45454545454545,0.0,0.0,1.3636363636363635,0.0,0.0,1.8181818181818181,0.0,0.9090909090909091,19.818181818181817,0.45454545454545453,0.0,0.18181818181818182,0.09090909090909091,0.2727272727272727,6.0,0.0,73.6,0.0,0.0,1.2,0.0,0.0,2.6,0.0,1.4,19.4,0.4,0.0,0.2,0.2,0.2,9.0
Y,13,0,77,0,0,1,0,0,4,0,1,14,1,0,0,0,0,Sat,Premier League,Matchweek 18,Away,D 1-1,Arsenal,Liverpool,FW,0.0,0.0,0.0,31.0,2.0,0.2,0.2,0.0,2.0,0.0,12.0,85.7,2.0,13.0,0.0,2.0,0.0,Match Report,0.0,62.083333333333336,0.0,0.0,1.2499999999999998,0.0,0.0,2.0,0.0,1.0,21.249999999999996,0.4166666666666667,0.0,0.25,0.08333333333333333,0.25,6.5,0.0,76.2,0.0,0.0,1.0,0.0,0.0,2.8,0.0,1.8,24.0,0.2,0.0,0.4,0.2,0.2,10.0
Y,14,0,90,0,0,2,0,0,3,0,1,39,1,0,0,0,1,Thu,Premier League,Matchweek 19,Home,L 0-2,Arsenal,West Ham,FW,0.0,0.0,0.0,56.0,1.0,0.5,0.5,0.3,3.0,0.0,36.0,92.3,3.0,39.0,3.0,1.0,0.0,Match Report,0.0,63.23076923076923,0.0,0.0,1.2307692307692304,0.0,0.0,2.1538461538461537,0.0,1.0,20.692307692307686,0.46153846153846156,0.0,0.23076923076923078,0.07692307692307693,0.23076923076923078,7.0,0.0,78.6,0.0,0.0,1.0,0.0,0.0,2.8,0.0,1.6,23.8,0.4,0.0,0.4,0.2,0.2,11.0
N,15,0,24,0,0,0,0,0,1,0,0,6,0,0,0,0,0,Sun,Premier League,Matchweek 20,Away,L 1-2,Arsenal,Fulham,FW,0.0,0.0,0.0,8.0,0.0,0.1,0.1,0.0,0.0,0.0,4.0,66.7,0.0,6.0,0.0,1.0,0.0,Match Report,0.0,65.14285714285714,0.0,0.0,1.2857142857142851,0.0,0.0,2.2142857142857144,0.0,1.0,21.999999999999996,0.5,0.0,0.21428571428571427,0.07142857142857142,0.2857142857142857,7.5,0.0,83.4,0.0,0.0,1.4,0.0,0.0,3.0,0.0,1.6,29.4,0.6,0.0,0.4,0.2,0.4,12.0
Y,16,0,80,0,0,1,0,0,3,0,0,25,0,0,0,1,0,Sat,Premier League,Matchweek 21,Home,W 5-0,Arsenal,Crystal Palace,FW,0.0,0.0,0.0,32.0,1.0,0.1,0.1,1.1,6.0,1.0,16.0,64.0,3.0,19.0,4.0,5.0,4.0,Match Report,0.0,62.4,0.0,0.0,1.1999999999999995,0.0,0.0,2.1333333333333333,0.0,0.9333333333333333,20.93333333333333,0.4666666666666667,0.0,0.2,0.06666666666666667,0.26666666666666666,8.0,0.0,70.2,0.0,0.0,1.2,0.0,0.0,2.6,0.0,1.0,23.2,0.4,0.0,0.2,0.0,0.2,13.0
Y,17,0,77,0,0,0,0,0,6,0,2,38,0,0,1,1,1,Tue,Premier League,Matchweek 22,Away,W 2-1,Arsenal,Nott'ham Forest,FW,0.0,0.0,0.0,58.0,1.0,0.4,0.4,0.1,3.0,0.0,27.0,71.1,3.0,30.0,3.0,5.0,3.0,Match Report,0.0,63.5,0.0,0.0,1.1874999999999996,0.0,0.0,2.1875,0.0,0.875,21.187499999999996,0.4375,0.0,0.1875,0.125,0.25,8.5,0.0,70.2,0.0,0.0,0.8,0.0,0.0,3.0,0.0,0.8,24.2,0.4,0.0,0.2,0.2,0.2,14.0
N,18,0,27,0,0,0,0,0,1,0,1,17,0,0,0,0,0,Mon,Premier League,Matchweek 27,Away,W 6-0,Arsenal,Sheffield Utd,"FW,LW",0.0,0.0,0.0,20.0,0.0,0.1,0.1,0.0,0.0,0.0,15.0,88.2,1.0,14.0,0.0,1.0,1.0,Match Report,0.0,64.29411764705883,0.0,0.0,1.117647058823529,0.0,0.0,2.411764705882353,0.0,0.9411764705882353,22.17647058823529,0.4117647058823529,0.0,0.23529411764705882,0.17647058823529413,0.29411764705882354,9.0,0.0,69.6,0.0,0.0,0.8,0.0,0.0,3.4,0.0,0.8,24.4,0.4,0.0,0.2,0.4,0.4,15.0
N,19,0,21,0,0,0,0,0,0,0,0,5,1,0,0,0,0,Sat,Premier League,Matchweek 28,Home,W 2-1,Arsenal,Brentford,FW,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,100.0,1.0,9.0,0.0,4.0,1.0,Match Report,0.0,62.22222222222222,0.0,0.0,1.0555555555555551,0.0,0.0,2.3333333333333335,0.0,0.9444444444444444,21.888888888888886,0.3888888888888889,0.0,0.2222222222222222,0.16666666666666666,0.2777777777777778,9.5,0.0,59.6,0.0,0.0,0.6,0.0,0.0,2.8,0.0,0.8,25.0,0.2,0.0,0.2,0.4,0.4,16.0
Y,20,0,71,0,0,1,0,0,3,0,0,11,2,0,0,0,1,Sun,Premier League,Matchweek 30,Away,D 0-0,Arsenal,Manchester City,LW,0.0,0.0,0.0,26.0,2.0,0.2,0.2,0.3,4.0,0.0,8.0,72.7,0.0,12.0,2.0,4.0,3.0,Match Report,0.0,60.05263157894737,0.0,0.0,0.9999999999999997,0.0,0.0,2.210526315789474,0.0,0.8947368421052632,20.999999999999996,0.42105263157894735,0.0,0.21052631578947367,0.15789473684210525,0.2631578947368421,10.0,0.0,45.8,0.0,0.0,0.2,0.0,0.0,2.2,0.0,0.6,18.2,0.2,0.0,0.2,0.4,0.2,17.0
Y,21,0,63,0,0,1,0,0,4,0,1,24,0,0,0,0,0,Sat,Premier League,Matchweek 32,Away,W 3-0,Arsenal,Brighton,LW,0.0,0.0,0.0,39.0,3.0,0.4,0.4,0.0,2.0,1.0,19.0,79.2,0.0,18.0,3.0,7.0,1.0,Match Report,0.0,60.6,0.0,0.0,0.9999999999999997,0.0,0.0,2.2500000000000004,0.0,0.85,20.499999999999996,0.5,0.0,0.2,0.15,0.3,10.5,0.0,55.2,0.0,0.0,0.4,0.0,0.0,2.6,0.0,0.6,19.2,0.6,0.0,0.2,0.4,0.4,18.0
Y,22,0,78,0,0,1,0,0,3,0,1,15,0,0,0,0,0,Sun,Premier League,Matchweek 33,Home,L 0-2,Arsenal,Aston Villa,FW,0.0,0.0,0.0,30.0,1.0,0.2,0.2,0.5,4.0,0.0,13.0,86.7,3.0,10.0,1.0,3.0,2.0,Match Report,0.0,60.714285714285715,0.0,0.0,0.9999999999999997,0.0,0.0,2.3333333333333335,0.0,0.8571428571428571,20.666666666666664,0.47619047619047616,0.0,0.19047619047619047,0.14285714285714285,0.2857142857142857,11.0,0.0,51.8,0.0,0.0,0.4,0.0,0.0,2.8,0.0,0.8,19.0,0.6,0.0,0.2,0.2,0.4,19.0
Y,23,0,79,0,0,0,0,0,2,0,0,30,2,0,0,1,0,Sat,Premier League,Matchweek 34,Away,W 2-0,Arsenal,Wolves,FW,0.0,0.0,0.0,43.0,1.0,0.1,0.1,0.1,4.0,0.0,22.0,73.3,1.0,23.0,1.0,1.0,0.0,Match Report,0.0,61.5,0.0,0.0,0.9999999999999997,0.0,0.0,2.3636363636363638,0.0,0.8636363636363636,20.409090909090907,0.45454545454545453,0.0,0.18181818181818182,0.13636363636363635,0.2727272727272727,11.5,0.0,52.0,0.0,0.0,0.6,0.0,0.0,2.2,0.0,0.6,14.4,0.6,0.0,0.0,0.0,0.2,20.0
N,24,0,19,0,0,1,0,0,0,0,0,11,0,0,0,0,0,Tue,Premier League,Matchweek 29,Home,W 5-0,Arsenal,Chelsea,FW,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,54.5,0.0,8.0,1.0,0.0,0.0,Match Report,0.0,62.26086956521739,0.0,0.0,0.9565217391304345,0.0,0.0,2.347826086956522,0.0,0.8260869565217391,20.82608695652174,0.5217391304347826,0.0,0.17391304347826086,0.17391304347826086,0.2608695652173913,12.0,0.0,62.4,0.0,0.0,0.6,0.0,0.0,2.4,0.0,0.4,17.0,1.0,0.0,0.0,0.2,0.2,21.0
N,25,0,5,0,0,0,0,0,0,0,0,7,0,0,0,1,0,Sat,Premier League,Matchweek 36,Home,W 3-0,Arsenal,Bournemouth,RW,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.1,1.0,1.0,6.0,85.7,1.0,6.0,1.0,2.0,1.0,Match Report,0.0,60.458333333333336,0.0,0.0,0.958333333333333,0.0,0.0,2.2500000000000004,0.0,0.7916666666666666,20.416666666666668,0.5,0.0,0.16666666666666666,0.16666666666666666,0.25,12.5,0.0,62.0,0.0,0.0,0.8,0.0,0.0,2.4,0.0,0.4,18.2,0.8,0.0,0.0,0.2,0.2,22.0
N,26,0,9,0,0,1,0,0,0,0,0,3,0,0,0,0,0,Sun,Premier League,Matchweek 37,Away,W 1-0,Arsenal,Manchester Utd,"RW,RM",0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,66.7,0.0,3.0,0.0,1.0,0.0,Match Report,0.0,58.24,0.0,0.0,0.9199999999999997,0.0,0.0,2.1600000000000006,0.0,0.76,19.88,0.48,0.0,0.16,0.2,0.24,13.0,0.0,48.8,0.0,0.0,0.6,0.0,0.0,1.8,0.0,0.4,17.4,0.4,0.0,0.0,0.4,0.0,23.0
N,27,0,13,0,0,0,0,0,1,0,0,13,1,0,0,0,0,Sun,Premier League,Matchweek 38,Home,W 2-1,Arsenal,Everton,LW,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.1,2.0,0.0,11.0,84.6,1.0,14.0,1.0,2.0,1.0,Match Report,0.0,56.34615384615385,0.0,0.0,0.9230769230769228,0.0,0.0,2.0769230769230775,0.0,0.7307692307692307,19.23076923076923,0.46153846153846156,0.0,0.15384615384615385,0.19230769230769232,0.23076923076923078,13.5,0.0,38.0,0.0,0.0,0.6,0.0,0.0,1.0,0.0,0.2,13.2,0.4,0.0,0.0,0.4,0.0,24.0
N,1,0,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,Sat,Premier League,Matchweek 1,Home,W 2-1,Arsenal,Nott'ham Forest,CB,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,66.7,0.0,2.0,0.0,0.0,0.0,Match Report,0.0,54.74074074074074,0.0,0.0,0.8888888888888886,0.0,0.0,2.0370370370370376,0.0,0.7037037037037037,19.0,0.48148148148148145,0.0,0.14814814814814814,0.18518518518518517,0.2222222222222222,14.0,0.0,25.0,0.0,0.0,0.4,0.0,0.0,0.6,0.0,0.0,12.8,0.6,0.0,0.0,0.4,0.0,25.0
N,2,0,21,0,0,1,0,0,0,0,0,5,0,0,0,0,0,Mon,Premier League,Matchweek 2,Away,W 1-0,Arsenal,Crystal Palace,CB,0.0,0.0,0.0,9.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,60.0,0.0,3.0,0.0,0.0,0.0,Match Report,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0
Y,3,0,90,0,0,2,0,0,0,0,0,60,2,0,0,0,0,Sun,Premier League,Matchweek 4,Home,W 3-1,Arsenal,Manchester Utd,CB,0.0,0.0,0.0,71.0,2.0,0.0,0.0,0.0,1.0,0.0,52.0,86.7,5.0,49.0,0.0,1.0,0.0,Match Report,0.0,13.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,13.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.5
Y,4,0,90,0,0,0,0,0,0,0,0,101,0,0,0,0,1,Sun,Premier League,Matchweek 5,Away,W 1-0,Arsenal,Everton,CB,0.0,0.0,0.0,106.0,2.0,0.0,0.0,0.0,0.0,0.0,90.0,89.1,6.0,80.0,0.0,0.0,0.0,Match Report,0.0,38.666666666666664,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,22.666666666666668,0.6666666666666666,0.0,0.0,0.0,0.0,2.0,0.0,38.666666666666664,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,22.666666666666668,0.6666666666666666,0.0,0.0,0.0,0.0,2.0
Y,5,0,90,0,0,0,0,0,1,0,0,46,3,0,0,0,0,Sun,Premier League,Matchweek 6,Home,D 2-2,Arsenal,Tottenham,CB,0.0,0.0,0.0,50.0,0.0,0.1,0.1,0.0,0.0,0.0,40.0,87.0,1.0,31.0,0.0,0.0,0.0,Match Report,0.0,51.5,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,42.25,0.5,0.0,0.0,0.0,0.25,2.5,0.0,51.5,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,42.25,0.5,0.0,0.0,0.0,0.25,2.5
Y,6,0,90,0,0,3,0,0,0,0,0,65,0,0,0,0,0,Sat,Premier League,Matchweek 7,Away,W 4-0,Arsenal,Bournemouth,CB,0.0,0.0,0.0,74.0,2.0,0.0,0.0,0.0,0.0,0.0,60.0,92.3,0.0,47.0,0.0,0.0,0.0,Match Report,0.0,59.2,0.0,0.0,0.6,0.0,0.0,0.2,0.0,0.0,43.0,1.0,0.0,0.0,0.0,0.2,3.0,0.0,59.2,0.0,0.0,0.6,0.0,0.0,0.2,0.0,0.0,43.0,1.0,0.0,0.0,0.0,0.2,3.0
Y,7,0,90,0,0,1,0,0,0,0,0,59,3,0,0,0,0,Sun,Premier League,Matchweek 8,Home,W 1-0,Arsenal,Manchester City,CB,0.0,0.0,0.0,64.0,1.0,0.0,0.0,0.0,2.0,0.0,54.0,91.5,5.0,47.0,1.0,0.0,0.0,Match Report,0.0,64.33333333333333,0.0,0.0,1.0,0.0,0.0,0.16666666666666666,0.0,0.0,46.666666666666664,0.8333333333333334,0.0,0.0,0.0,0.16666666666666666,3.5,0.0,76.2,0.0,0.0,1.2,0.0,0.0,0.2,0.0,0.0,55.4,1.0,0.0,0.0,0.0,0.2,4.0
Y,8,0,90,0,0,2,0,0,2,0,0,78,2,0,0,0,0,Sat,Premier League,Matchweek 9,Away,D 2-2,Arsenal,Chelsea,CB,0.0,0.0,0.0,85.0,0.0,0.1,0.1,0.0,0.0,0.0,71.0,91.0,5.0,54.0,0.0,1.0,0.0,Match Report,0.0,68.0,0.0,0.0,1.0,0.0,0.0,0.14285714285714285,0.0,0.0,48.42857142857143,1.1428571428571428,0.0,0.0,0.0,0.14285714285714285,4.0,0.0,90.0,0.0,0.0,1.2,0.0,0.0,0.2,0.0,0.0,66.2,1.6,0.0,0.0,0.0,0.2,5.0
Y,9,0,90,0,0,1,0,0,0,0,0,44,1,0,0,0,0,Sat,Premier League,Matchweek 11,Away,L 0-1,Arsenal,Newcastle Utd,CB,0.0,0.0,0.0,52.0,2.0,0.0,0.0,0.0,0.0,0.0,35.0,79.5,3.0,26.0,2.0,1.0,0.0,Match Report,0.0,70.75,0.0,0.0,1.125,0.0,0.0,0.375,0.0,0.0,52.125,1.25,0.0,0.0,0.0,0.125,4.5,0.0,90.0,0.0,0.0,1.2,0.0,0.0,0.6,0.0,0.0,69.8,1.6,0.0,0.0,0.0,0.2,6.0
Y,10,0,90,0,0,2,0,0,3,0,0,61,0,0,0,0,0,Sat,Premier League,Matchweek 12,Home,W 3-1,Arsenal,Burnley,CB,0.0,0.0,0.0,69.0,0.0,0.2,0.2,0.0,2.0,1.0,53.0,86.9,5.0,47.0,1.0,0.0,0.0,Match Report,0.0,72.88888888888889,0.0,0.0,1.1111111111111112,0.0,0.0,0.3333333333333333,0.0,0.0,51.22222222222222,1.2222222222222223,0.0,0.0,0.0,0.1111111111111111,5.0,0.0,90.0,0.0,0.0,1.4,0.0,0.0,0.6,0.0,0.0,58.4,1.8,0.0,0.0,0.0,0.0,7.0
Y,11,0,90,0,0,0,0,0,1,0,0,49,0,0,0,0,0,Sat,Premier League,Matchweek 13,Away,W 1-0,Arsenal,Brentford,CB,0.0,0.0,0.0,56.0,2.0,0.1,0.1,0.0,1.0,0.0,37.0,75.5,3.0,26.0,0.0,1.0,1.0,Match Report,0.0,74.6,0.0,0.0,1.2,0.0,0.0,0.6,0.0,0.0,52.2,1.1,0.0,0.0,0.0,0.1,5.5,0.0,90.0,0.0,0.0,1.8,0.0,0.0,1.0,0.0,0.0,61.4,1.2,0.0,0.0,0.0,0.0,8.0
